R-OTE
FrameNum,Time,Value,Ref1,Ref2,Ref3
384,[19:00:28.1110],2328.363636,2559.000000,5089.333333,3429.000000
385,[19:00:28.4100],2325.000000,4438.000000,6350.000000,4172.000000
386,[19:00:28.7110],2371.000000,4690.461538,6419.000000,4257.000000
387,[19:00:29.0110],2528.000000,4876.166667,7478.545455,4177.000000
388,[19:00:29.3100],2068.000000,3969.000000,6648.000000,3584.000000
389,[19:00:29.6100],2445.500000,5292.000000,7068.181818,4529.000000
390,[19:00:29.9110],2916.000000,6096.230769,7952.166667,3102.000000
391,[19:00:30.2080],2091.500000,4267.636364,6213.000000,3768.666667
392,[19:00:30.5080],2155.000000,4974.000000,7833.769231,4968.166667
393,[19:00:30.8100],1154.000000,3801.384615,5037.181818,3675.923077
394,[19:00:31.1110],1243.000000,3734.000000,5303.000000,3771.461538
395,[19:00:31.4100],2011.000000,3081.000000,3073.000000,2653.000000
396,[19:00:31.7110],1218.230769,3968.800000,4536.000000,2471.000000
397,[19:00:32.0110],2074.000000,5169.923077,6800.000000,3926.769231
398,[19:00:32.3110],2265.153846,4931.000000,6781.833333,5642.500000
399,[19:00:32.6110],1940.000000,3621.076923,5649.000000,4146.000000
400,[19:00:32.9110],1745.923077,5276.076923,5812.454545,3983.000000
401,[19:00:33.2110],2882.800000,3892.000000,6358.153846,3505.461538
402,[19:00:33.5110],1655.000000,3896.000000,6366.833333,3746.636364
403,[19:00:33.8110],2492.000000,5181.000000,7661.000000,4915.615385
404,[19:00:34.1110],2553.333333,3590.153846,6145.000000,3578.000000
405,[19:00:34.4110],1665.000000,3446.153846,5751.307692,2749.000000
406,[19:00:34.7110],2167.333333,4790.230769,6052.000000,3181.923077
407,[19:00:35.0110],2594.000000,4573.000000,6183.538462,3055.461538
408,[19:00:35.3080],2484.200000,4524.461538,7030.454545,4233.545455
409,[19:00:35.6110],2087.000000,4545.615385,7051.333333,4098.909091
410,[19:00:35.9110],1781.666667,3517.000000,5949.000000,3839.000000
411,[19:00:36.2110],-230.846154,1143.000000,1560.000000,1833.909091
412,[19:00:36.5110],2005.500000,3968.000000,6368.000000,2905.000000
413,[19:00:36.8110],2061.000000,4023.153846,5882.272727,3459.000000
414,[19:00:37.1110],2547.000000,3932.000000,5726.833333,3598.230769
415,[19:00:37.4110],1781.615385,4728.000000,7058.384615,4186.500000
416,[19:00:37.7110],1039.000000,5886.000000,7296.727273,4964.666667
417,[19:00:38.0110],1999.923077,4330.307692,7222.000000,4141.666667
418,[19:00:38.3110],1861.000000,4494.000000,6024.461538,3828.000000
419,[19:00:38.6110],1122.181818,3383.384615,4488.000000,2836.000000
420,[19:00:38.9110],2046.500000,4619.000000,7351.692308,3665.000000
421,[19:00:39.2110],2552.000000,4772.000000,6986.538462,4301.000000
422,[19:00:39.5110],3161.000000,3458.000000,6192.769231,3506.000000
423,[19:00:39.8110],2147.153846,5370.818182,6064.230769,3659.000000
424,[19:00:40.1080],3346.090909,4274.384615,7370.000000,3109.000000
425,[19:00:40.4090],1947.000000,5179.000000,6052.000000,3868.000000
426,[19:00:40.7110],2325.615385,4189.692308,7138.000000,3585.000000
427,[19:00:41.0340],2208.200000,4133.727273,6265.000000,4014.692308
428,[19:00:41.3110],2314.000000,3713.000000,7407.833333,4267.000000
429,[19:00:41.6110],2690.538462,4460.000000,7724.000000,3678.230769
430,[19:00:41.9110],3043.153846,4847.000000,7555.230769,3816.800000
431,[19:00:42.2110],1857.461538,4649.727273,5733.000000,3740.000000
432,[19:00:42.5110],327.000000,3347.833333,3287.000000,2307.500000
433,[19:00:42.8110],1754.000000,3827.000000,5962.833333,3195.153846
434,[19:00:43.1110],3173.000000,4778.000000,6626.076923,3131.692308
435,[19:00:43.4110],1608.000000,5054.200000,6239.923077,2759.000000
436,[19:00:43.7110],2441.769231,4250.666667,5670.000000,2566.777778
437,[19:00:44.0110],2437.000000,4742.000000,5948.000000,3625.384615
438,[19:00:44.3110],2361.666667,4152.000000,5550.000000,2147.000000
439,[19:00:44.6110],2917.000000,4130.000000,4956.000000,3019.000000
440,[19:00:44.9110],2706.400000,4530.153846,6605.444444,3474.000000
441,[19:00:45.2080],2119.000000,3839.461538,7305.666667,3728.000000
442,[19:00:45.5090],2262.692308,4348.000000,5778.000000,3312.230769
443,[19:00:45.8110],2200.000000,5121.888889,5838.000000,4001.000000
444,[19:00:46.1130],2218.230769,5418.166667,5713.000000,4112.000000
445,[19:00:46.4110],1022.000000,3550.200000,4689.000000,3064.000000
446,[19:00:46.7110],2024.230769,4617.538462,5512.000000,4062.000000
447,[19:00:47.0110],2141.000000,3863.166667,6283.000000,4383.000000
448,[19:00:47.3110],2323.615385,4188.000000,5631.000000,3442.000000
449,[19:00:47.6120],1311.166667,2591.000000,4342.000000,3570.800000
450,[19:00:47.9110],2140.538462,4707.000000,6650.615385,3377.000000
451,[19:00:48.2110],2792.000000,4414.000000,6321.000000,3659.230769
452,[19:00:48.5120],1689.000000,4671.000000,6476.400000,3532.000000
453,[19:00:48.8110],1645.076923,3988.909091,6186.153846,3645.000000
454,[19:00:49.1110],2085.000000,4769.538462,6706.500000,4143.000000
455,[19:00:49.4110],2744.538462,5136.333333,6813.000000,4163.777778
456,[19:00:49.7110],2462.000000,5730.076923,6415.333333,3592.000000
457,[19:00:50.0130],2233.000000,4372.769231,5820.461538,4110.000000
458,[19:00:50.3090],1984.000000,4537.000000,6026.000000,4163.769231
459,[19:00:50.6090],2693.000000,4783.000000,6536.384615,3750.000000
460,[19:00:50.9090],1773.000000,4895.909091,6094.000000,3753.000000
461,[19:00:51.2090],2163.500000,4133.111111,5091.000000,3639.307692
462,[19:00:51.5090],1649.000000,4781.666667,6412.500000,4265.076923
463,[19:00:51.8090],1047.000000,4086.833333,6774.000000,3519.000000
464,[19:00:52.1090],1781.000000,5332.000000,7704.307692,4662.454545
465,[19:00:52.4090],2145.692308,4917.727273,7394.461538,4590.538462
466,[19:00:52.7090],961.000000,2907.800000,6466.555556,3556.153846
467,[19:00:53.0090],2732.333333,4100.769231,6063.461538,4186.000000
468,[19:00:53.3090],2580.000000,4555.000000,7636.000000,3888.000000
469,[19:00:53.6090],2592.000000,3882.000000,7176.000000,4126.000000
470,[19:00:53.9090],2061.000000,4194.833333,5231.000000,3127.000000
471,[19:00:54.2090],2374.000000,4140.000000,7664.846154,4187.000000
472,[19:00:54.5090],3033.727273,4041.166667,4922.846154,3360.000000
473,[19:00:54.8090],2619.538462,5810.818182,6168.909091,5157.000000
474,[19:00:55.1090],2115.153846,4166.666667,7440.692308,4162.000000
475,[19:00:55.4090],1946.090909,3456.000000,6159.769231,3625.000000
476,[19:00:55.7090],2182.846154,4351.666667,7058.166667,4536.000000
477,[19:00:56.0630],1899.615385,4404.818182,6363.500000,3842.000000
478,[19:00:56.3110],2803.000000,4086.384615,7286.000000,4337.307692
479,[19:00:56.6120],580.000000,1634.272727,2909.000000,1507.923077
480,[19:00:56.9110],1723.000000,4978.000000,5517.000000,3063.615385
481,[19:00:57.2110],2513.727273,5103.000000,5898.000000,4013.000000
482,[19:00:57.5120],2434.000000,4121.000000,7164.000000,4914.333333
483,[19:00:57.8120],3176.090909,3255.333333,7847.615385,4624.461538
484,[19:00:58.1110],2349.153846,4042.769231,8251.307692,4716.153846
485,[19:00:58.4110],1603.461538,4954.000000,6262.000000,3468.000000
486,[19:00:58.7120],1438.000000,3573.333333,5563.833333,3084.000000
487,[19:00:59.0110],2107.333333,4558.363636,6175.538462,2902.000000
488,[19:00:59.3110],1787.000000,4619.153846,6203.000000,4512.000000
489,[19:00:59.6120],1459.636364,3088.000000,6350.833333,3166.000000
490,[19:00:59.9110],3222.090909,4884.000000,5913.000000,3375.000000
491,[19:01:00.2090],2715.307692,3463.000000,6701.000000,4659.166667
492,[19:01:00.5090],2481.400000,4160.000000,6021.166667,4383.000000
493,[19:01:00.8120],2034.818182,4198.000000,5417.000000,3716.833333
494,[19:01:01.1290],1987.000000,4736.666667,4749.000000,3891.076923
495,[19:01:01.4110],2369.000000,4597.636364,6198.000000,3743.000000
496,[19:01:01.7110],2879.000000,4701.111111,6433.000000,4964.400000
497,[19:01:02.0110],1913.000000,3964.846154,7403.166667,3744.000000
498,[19:01:02.3110],2293.333333,3894.846154,6079.000000,3263.153846
499,[19:01:02.6110],1882.909091,4591.727273,7529.888889,3967.000000
500,[19:01:02.9110],1428.000000,3092.166667,2896.000000,1643.000000
501,[19:01:03.2110],2836.000000,4673.333333,7024.833333,3511.000000
502,[19:01:03.5120],2614.600000,4146.000000,5707.000000,3587.000000
503,[19:01:03.8110],2476.000000,5226.000000,7530.600000,4715.000000
504,[19:01:04.1120],1981.090909,4645.727273,6605.500000,4172.666667
505,[19:01:04.4110],2538.800000,4316.692308,6726.000000,4170.000000
506,[19:01:04.7110],1914.000000,3716.615385,6780.461538,3148.000000
507,[19:01:05.0120],2962.615385,4559.000000,6488.538462,4209.076923
508,[19:01:05.3090],2047.538462,3183.153846,6190.000000,2842.000000
509,[19:01:05.6110],2266.230769,3964.153846,5861.000000,4765.000000
510,[19:01:05.9120],2587.307692,5337.923077,7037.000000,3848.307692
511,[19:01:06.2110],2803.000000,3576.000000,5510.000000,3749.230769
512,[19:01:06.5120],2463.000000,4246.000000,6964.666667,3751.692308
513,[19:01:06.8110],364.000000,2198.000000,3597.307692,2559.615385
514,[19:01:07.1120],2131.692308,2807.000000,6582.076923,3431.000000
515,[19:01:07.4110],2146.153846,4558.000000,6910.000000,3474.000000
516,[19:01:07.7120],2528.500000,3907.000000,6394.615385,3711.692308
517,[19:01:08.0110],2166.000000,4790.230769,5816.000000,3965.000000
518,[19:01:08.3120],2187.000000,4967.000000,7560.000000,3558.833333
519,[19:01:08.6120],1628.000000,4468.076923,5753.846154,3198.923077
520,[19:01:08.9120],2808.153846,4051.000000,7215.333333,4179.000000
521,[19:01:09.2120],2301.000000,3948.000000,5736.833333,3875.000000
522,[19:01:09.5130],1796.000000,3468.384615,5286.615385,2879.000000
523,[19:01:09.8120],3151.000000,4680.666667,6279.250000,3720.000000
524,[19:01:10.1090],600.307692,2824.000000,3517.153846,2628.000000
525,[19:01:10.4090],2122.846154,3911.909091,6673.000000,3468.000000
526,[19:01:10.7120],1754.000000,3491.230769,6128.363636,3674.000000
527,[19:01:11.0350],2195.000000,3597.166667,5403.666667,2833.076923
528,[19:01:11.3120],1848.000000,4934.230769,6117.333333,3332.307692
529,[19:01:11.6110],2600.000000,3697.615385,6096.307692,2948.000000
530,[19:01:11.9120],1411.818182,2733.384615,2652.000000,2454.461538
531,[19:01:12.2120],340.000000,1801.272727,3590.545455,2201.692308
532,[19:01:12.5120],1018.000000,2330.000000,4435.153846,2225.000000
533,[19:01:12.8120],716.000000,2084.846154,2293.500000,1580.000000
534,[19:01:13.1120],1391.833333,2849.384615,2179.000000,1972.000000
535,[19:01:13.4120],1080.384615,2686.307692,4074.000000,1517.000000
536,[19:01:13.7120],1277.000000,3045.333333,3103.000000,2189.000000
537,[19:01:14.0120],1566.333333,3842.000000,4967.230769,2429.000000
538,[19:01:14.3120],1031.000000,3592.230769,5697.000000,3561.000000
539,[19:01:14.6120],2481.000000,5393.333333,7441.000000,3219.000000
540,[19:01:14.9120],2241.000000,4155.230769,6569.769231,3905.307692
541,[19:01:15.2090],885.000000,2468.909091,4165.000000,2203.923077
542,[19:01:15.5090],1683.000000,3690.166667,5969.153846,3864.000000
543,[19:01:15.8120],1903.181818,2772.615385,5569.400000,3119.000000
544,[19:01:16.1120],2134.363636,4411.846154,7025.181818,5346.363636
545,[19:01:16.4120],2211.000000,4625.000000,7024.692308,3748.000000
546,[19:01:16.7120],1817.833333,3088.846154,5078.000000,3063.000000
547,[19:01:17.0120],2455.000000,4802.769231,7975.363636,3457.909091
548,[19:01:17.3120],2861.363636,5498.666667,6861.000000,4043.000000
549,[19:01:17.6120],2482.230769,4356.923077,6659.615385,3225.384615
550,[19:01:17.9120],2446.000000,5215.000000,6704.769231,4884.230769
551,[19:01:18.2120],2519.000000,5231.833333,7613.000000,4631.000000
552,[19:01:18.5120],2559.000000,4776.000000,7015.230769,4584.666667
553,[19:01:18.8120],2640.600000,3813.000000,6494.000000,3770.230769
554,[19:01:19.1120],3625.833333,5163.000000,8057.692308,5125.363636
555,[19:01:19.4120],2634.846154,5091.461538,6744.000000,3840.538462
556,[19:01:19.7120],3191.333333,4322.000000,6242.000000,4767.000000
557,[19:01:20.0130],2289.000000,3894.000000,6669.000000,3592.230769
558,[19:01:20.3090],2225.923077,5345.923077,7555.000000,3776.384615
559,[19:01:20.6120],2286.000000,4928.000000,7135.333333,4981.384615
560,[19:01:20.9120],3737.666667,6027.000000,7053.307692,4847.615385
561,[19:01:21.2120],2684.307692,5094.000000,6225.000000,4695.000000
562,[19:01:21.5120],1946.000000,6111.600000,6145.000000,3886.666667
563,[19:01:21.8120],3179.800000,3798.000000,5457.000000,3199.000000
564,[19:01:22.1120],1651.923077,4605.153846,6869.909091,2869.000000
565,[19:01:22.4120],1188.000000,4043.909091,5559.000000,3068.000000
566,[19:01:22.7120],2191.000000,3937.833333,7131.833333,4217.000000
567,[19:01:23.0120],1719.000000,3057.000000,4763.000000,2381.000000
568,[19:01:23.3120],2332.800000,2915.000000,4984.000000,2550.307692
569,[19:01:23.6120],928.846154,2972.666667,5855.818182,3054.000000
570,[19:01:23.9120],2812.636364,5514.615385,6456.000000,4712.153846
571,[19:01:24.2120],2299.000000,4051.846154,6433.230769,3625.000000
572,[19:01:24.5130],2712.000000,3988.666667,6254.000000,3846.000000
573,[19:01:24.8120],1903.000000,4122.230769,7305.000000,4077.000000
574,[19:01:25.1100],3258.000000,5003.000000,6701.000000,4019.538462
575,[19:01:25.4100],2050.000000,4082.307692,6493.076923,3766.000000
576,[19:01:25.7120],1147.000000,4019.800000,5091.692308,3036.923077
577,[19:01:26.0120],1830.000000,3877.000000,6370.166667,3616.000000
578,[19:01:26.3120],3140.000000,5430.230769,7583.333333,4079.307692
579,[19:01:26.6120],2212.769231,5019.000000,8313.000000,3914.461538
580,[19:01:26.9120],1860.333333,4211.923077,6580.833333,3899.000000
581,[19:01:27.2120],2061.000000,5785.000000,8034.000000,4418.000000
582,[19:01:27.5120],1368.000000,4854.384615,7407.000000,4575.615385
583,[19:01:27.8120],2560.666667,4451.000000,6456.833333,3504.000000
584,[19:01:28.1120],2030.615385,5256.166667,6898.461538,4424.000000
585,[19:01:28.4120],3016.500000,5865.538462,7662.545455,3059.000000
586,[19:01:28.7120],1635.769231,3614.000000,6067.833333,3559.000000
587,[19:01:29.0120],2459.166667,4413.000000,5990.000000,4212.230769
588,[19:01:29.3130],2795.000000,4785.500000,5324.000000,2761.307692
589,[19:01:29.6120],2424.000000,4347.769231,5932.818182,4790.272727
590,[19:01:29.9120],3036.666667,3764.000000,6928.000000,3801.000000
591,[19:01:30.2100],1630.500000,4883.153846,6832.076923,3004.000000
592,[19:01:30.5100],2552.000000,4817.000000,7663.000000,4059.000000
593,[19:01:30.8120],2387.769231,4517.000000,6586.000000,3581.000000
594,[19:01:31.1440],1672.000000,3668.833333,7024.750000,4987.000000
595,[19:01:31.4120],1518.166667,3921.000000,6770.384615,3845.076923
596,[19:01:31.7130],2830.538462,3994.000000,6420.090909,3560.000000
597,[19:01:32.0120],2348.615385,3904.000000,7119.000000,3269.000000
598,[19:01:32.3120],2557.538462,4461.000000,6634.000000,4388.000000
599,[19:01:32.6120],1703.000000,3883.090909,5824.846154,3798.272727
600,[19:01:32.9120],2050.461538,4988.846154,6625.000000,3428.333333
601,[19:01:33.2120],1278.000000,2618.000000,4968.400000,2600.461538
602,[19:01:33.5130],1457.000000,4172.000000,5692.076923,2737.000000
603,[19:01:33.8120],2913.000000,3506.153846,6966.230769,3530.000000
604,[19:01:34.1120],1985.000000,4532.000000,8639.272727,4388.461538
605,[19:01:34.4120],2096.538462,4702.666667,7015.400000,2582.000000
606,[19:01:34.7130],3029.615385,4085.000000,6124.000000,2965.909091
607,[19:01:35.0130],2935.615385,4423.000000,5825.000000,3357.333333
608,[19:01:35.3100],3256.000000,5239.692308,7744.000000,5023.000000
609,[19:01:35.6120],2826.846154,6177.636364,7172.076923,4590.000000
610,[19:01:35.9120],2410.461538,4706.666667,5629.000000,3709.000000
611,[19:01:36.2120],2355.000000,5750.461538,5982.000000,3276.000000
612,[19:01:36.5130],2584.555556,4175.923077,7331.153846,4522.461538
613,[19:01:36.8120],2278.000000,4313.461538,7682.000000,4276.000000
614,[19:01:37.1120],2193.000000,4897.800000,6746.000000,3326.000000
615,[19:01:37.4120],3395.272727,5311.454545,8192.000000,5092.692308
616,[19:01:37.7130],2616.888889,4560.000000,6087.000000,3570.000000
617,[19:01:38.0120],1565.000000,5326.090909,6834.000000,2845.000000
618,[19:01:38.3120],2387.000000,4291.000000,6383.000000,3707.181818
619,[19:01:38.6120],2449.230769,4398.400000,6022.846154,3653.000000
620,[19:01:38.9120],2411.000000,3490.000000,7226.538462,3871.000000
621,[19:01:39.2130],1814.727273,1877.000000,3705.000000,3719.666667
622,[19:01:39.5130],2969.153846,4099.384615,7263.000000,3550.000000
623,[19:01:39.8130],2416.166667,4317.000000,6111.272727,3629.000000
624,[19:01:40.1100],2055.000000,5531.461538,6774.000000,4976.000000
625,[19:01:40.4100],3057.909091,4652.076923,7097.000000,4089.000000
626,[19:01:40.7130],3012.500000,5532.833333,7308.833333,4349.000000
627,[19:01:41.0130],2388.000000,4574.230769,6661.166667,3641.538462
628,[19:01:41.3120],1526.384615,4132.333333,6915.000000,4700.000000
629,[19:01:41.6120],3088.000000,5139.846154,6773.692308,4144.636364
630,[19:01:41.9130],1641.000000,4306.000000,7312.000000,3742.000000
631,[19:01:42.2130],1503.615385,5270.111111,5189.000000,4020.153846
632,[19:01:42.5130],2059.000000,5094.000000,6085.000000,4333.166667
633,[19:01:42.8120],1571.000000,3884.000000,6262.000000,2230.000000
634,[19:01:43.1130],1709.846154,4588.000000,6052.000000,3952.500000
635,[19:01:43.4120],1601.666667,3408.454545,4179.818182,3574.000000
636,[19:01:43.7130],2031.076923,3339.000000,6035.454545,2913.333333
637,[19:01:44.0120],1687.000000,4246.000000,6292.615385,3674.000000
638,[19:01:44.3120],2266.400000,4970.000000,6759.000000,4333.400000
639,[19:01:44.6120],1665.000000,3841.000000,5309.000000,4274.166667
640,[19:01:44.9130],2103.076923,4913.307692,6393.769231,3899.000000
641,[19:01:45.2100],1081.600000,4122.000000,6867.166667,3950.000000
642,[19:01:45.5100],2314.454545,4210.400000,7213.272727,3225.000000
643,[19:01:45.8120],2814.000000,3334.000000,6113.076923,4071.000000
644,[19:01:46.1140],1340.000000,4453.538462,6415.000000,3155.000000
645,[19:01:46.4120],1945.000000,4138.000000,5923.000000,3983.000000
646,[19:01:46.7130],1554.000000,4753.846154,6416.833333,4598.000000
647,[19:01:47.0130],2654.307692,4087.000000,6790.769231,4759.000000
648,[19:01:47.3130],1861.923077,3797.000000,4706.000000,2534.000000
649,[19:01:47.6120],1860.615385,4393.800000,5794.500000,3583.000000
650,[19:01:47.9130],2386.000000,3956.384615,7277.666667,4526.000000
651,[19:01:48.2130],1967.307692,4372.000000,6637.307692,3140.000000
652,[19:01:48.5130],2886.000000,4903.666667,7570.500000,3482.461538
653,[19:01:48.8120],2203.833333,5014.833333,8284.000000,4745.000000
654,[19:01:49.1130],1883.666667,3842.307692,5218.923077,2398.000000
655,[19:01:49.4130],1877.153846,3135.076923,6904.666667,3430.538462
656,[19:01:49.7130],1903.153846,4703.833333,5753.307692,4898.666667
657,[19:01:50.0130],1825.000000,5303.000000,5533.090909,4599.833333
658,[19:01:50.3100],2249.384615,4238.000000,6977.846154,4024.230769
659,[19:01:50.6130],2073.000000,4722.538462,7037.166667,4297.384615
660,[19:01:50.9130],2223.000000,5189.166667,6200.000000,4474.333333
661,[19:01:51.2130],2698.000000,4655.230769,7506.230769,4313.384615
662,[19:01:51.5140],2267.000000,4885.181818,7700.307692,3483.000000
663,[19:01:51.8130],2044.500000,4416.076923,4384.000000,2654.000000
664,[19:01:52.1130],1257.153846,4433.615385,7537.666667,3025.000000
665,[19:01:52.4130],1949.909091,3145.666667,5859.076923,2978.230769
666,[19:01:52.7130],1226.000000,4340.666667,5461.307692,2879.000000
667,[19:01:53.0130],2464.833333,4784.153846,6558.500000,3973.000000
668,[19:01:53.3130],1858.538462,5524.000000,5942.230769,3081.000000
669,[19:01:53.6130],1802.500000,1492.000000,2697.000000,2149.454545
670,[19:01:53.9130],2185.272727,3615.000000,6234.833333,3162.000000
671,[19:01:54.2130],2559.000000,4027.000000,6016.000000,2924.000000
672,[19:01:54.5130],1797.384615,5067.333333,8008.000000,4381.000000
673,[19:01:54.8130],1987.384615,4010.000000,6991.166667,3548.384615
674,[19:01:55.1100],1722.000000,4348.000000,6590.833333,4870.000000
675,[19:01:55.4110],2753.363636,3326.384615,6977.000000,3522.000000
676,[19:01:55.7130],1513.000000,3776.000000,6728.000000,4024.833333
677,[19:01:56.0130],641.500000,2965.666667,4721.000000,2638.000000
678,[19:01:56.3130],1774.666667,3787.000000,5027.307692,2701.000000
679,[19:01:56.6130],2168.692308,5267.000000,6562.000000,4297.230769
680,[19:01:56.9130],3152.000000,5033.000000,6611.000000,3418.000000
681,[19:01:57.2130],2031.666667,5992.000000,7810.538462,4511.923077
682,[19:01:57.5130],2945.666667,3926.461538,4281.000000,2207.000000
683,[19:01:57.8130],1401.000000,3559.846154,5242.923077,3547.307692
684,[19:01:58.1130],3150.909091,3292.538462,5680.000000,3576.000000
685,[19:01:58.4130],3274.000000,3408.076923,5703.400000,3041.000000
686,[19:01:58.7130],1110.000000,3927.923077,4896.307692,2510.000000
687,[19:01:59.0130],1895.000000,3781.692308,5632.000000,4540.777778
688,[19:01:59.3130],2070.000000,4967.384615,6399.230769,3914.000000
689,[19:01:59.6130],2007.000000,2974.000000,5419.000000,3430.000000
690,[19:01:59.9130],1549.363636,5618.000000,7630.166667,4439.200000
691,[19:02:00.2100],1988.000000,4581.000000,6800.166667,3509.000000
692,[19:02:00.5110],2191.000000,3850.000000,6795.153846,4045.461538
693,[19:02:00.8140],1979.000000,4911.600000,6297.000000,3435.666667
694,[19:02:01.1290],2310.000000,3657.000000,6616.230769,3469.000000
695,[19:02:01.4130],2345.000000,5065.181818,5953.333333,3744.000000
696,[19:02:01.7130],2393.000000,4306.000000,6491.000000,3826.000000
697,[19:02:02.0130],1825.000000,3476.000000,5785.000000,3288.923077
698,[19:02:02.3130],2671.000000,4750.846154,6068.000000,4067.833333
699,[19:02:02.6130],1711.846154,4773.000000,7856.727273,3730.000000
700,[19:02:02.9130],3508.500000,4382.200000,7067.000000,4479.000000
701,[19:02:03.2130],2225.333333,4963.000000,6006.000000,3419.000000
702,[19:02:03.5130],2168.230769,5284.000000,6900.666667,4280.000000
703,[19:02:03.8130],1245.000000,2507.000000,4543.923077,3497.000000
704,[19:02:04.1130],1857.000000,4229.538462,6457.000000,2993.000000
705,[19:02:04.4130],2646.307692,4718.230769,6728.461538,3834.000000
706,[19:02:04.7130],2958.500000,4976.833333,7314.846154,4620.000000
707,[19:02:05.0130],2294.181818,4159.636364,5756.000000,4241.500000
708,[19:02:05.3110],2237.076923,4872.000000,7940.333333,4647.692308
709,[19:02:05.6130],1854.230769,4375.461538,5802.000000,4190.000000
710,[19:02:05.9130],2749.166667,4581.333333,5103.000000,3908.000000
711,[19:02:06.2130],1815.307692,4417.500000,3936.307692,3025.666667
712,[19:02:06.5130],2291.769231,4672.000000,6269.230769,2910.000000
713,[19:02:06.8130],3116.000000,5363.000000,6041.000000,5270.000000
714,[19:02:07.1130],3130.000000,4536.000000,8865.000000,3703.000000
715,[19:02:07.4130],3197.000000,5137.000000,7805.000000,4381.307692
716,[19:02:07.7130],2232.692308,4275.000000,6605.000000,3616.000000
717,[19:02:08.0130],1623.000000,4022.333333,7454.272727,3226.000000
718,[19:02:08.3130],2185.000000,4454.000000,8552.000000,4355.000000
719,[19:02:08.6130],2299.000000,3853.461538,5393.666667,3383.166667
720,[19:02:08.9130],1676.000000,3977.181818,3873.000000,2556.000000
721,[19:02:09.2130],2895.000000,5300.000000,7134.000000,3708.000000
722,[19:02:09.5140],2787.166667,5301.000000,7818.538462,4485.307692
723,[19:02:09.8130],2256.000000,4604.000000,6927.000000,4299.000000
724,[19:02:10.1110],2947.833333,4027.833333,8094.076923,4841.000000
725,[19:02:10.4110],1826.000000,3918.000000,6830.818182,5244.000000
726,[19:02:10.7130],2058.000000,4403.666667,7637.000000,3532.000000
727,[19:02:11.0130],2439.615385,4813.000000,6225.000000,4246.166667
728,[19:02:11.3140],3233.818182,4275.076923,7116.769231,4412.333333
729,[19:02:11.6130],2215.000000,4548.000000,7797.538462,4344.000000
730,[19:02:11.9130],1338.000000,3995.800000,6577.500000,3524.923077
731,[19:02:12.2130],1794.769231,5530.727273,6193.000000,3444.000000
732,[19:02:12.5140],2351.666667,4541.076923,6774.090909,4780.363636
733,[19:02:12.8130],2752.000000,3445.000000,5563.461538,3738.153846
734,[19:02:13.1130],2036.000000,3978.000000,5503.307692,3304.000000
735,[19:02:13.4130],2108.400000,4156.000000,6715.000000,3891.000000
736,[19:02:13.7140],2632.846154,4142.666667,5099.000000,3916.000000
737,[19:02:14.0130],1274.000000,3073.500000,5555.000000,2444.307692
738,[19:02:14.3130],3141.666667,4342.000000,6801.000000,4123.000000
739,[19:02:14.6130],2519.833333,3526.000000,6739.153846,4598.769231
740,[19:02:14.9130],1569.000000,3183.166667,6659.692308,4261.000000
741,[19:02:15.2110],2746.200000,3921.461538,5364.000000,2809.000000
742,[19:02:15.5110],2423.230769,4752.333333,6512.000000,3598.666667
743,[19:02:15.8130],1671.000000,3977.000000,5532.800000,3546.000000
744,[19:02:16.1430],3374.400000,4491.833333,7000.666667,3647.000000
745,[19:02:16.4130],2385.545455,2337.846154,5301.833333,2928.846154
746,[19:02:16.7140],1194.076923,4127.909091,4669.000000,4235.000000
747,[19:02:17.0130],2301.000000,3436.000000,5164.333333,4021.538462
748,[19:02:17.3130],2155.818182,4682.615385,6829.769231,2857.500000
749,[19:02:17.6130],2436.692308,4376.923077,7034.750000,3892.923077
750,[19:02:17.9130],1232.000000,1837.000000,3675.000000,2395.923077
751,[19:02:18.2130],1544.000000,4783.166667,5914.200000,3749.818182
752,[19:02:18.5130],1431.000000,4421.000000,6265.000000,3274.076923
753,[19:02:18.8130],1043.000000,4114.076923,7135.909091,3747.000000
754,[19:02:19.1130],2149.500000,5031.384615,5801.666667,3393.000000
755,[19:02:19.4130],2029.076923,5004.769231,6246.000000,4156.000000
756,[19:02:19.7140],2180.181818,4597.000000,6636.600000,3851.000000
757,[19:02:20.0140],1376.000000,4027.000000,4663.615385,3089.076923
758,[19:02:20.3110],2690.454545,4238.666667,6706.538462,3310.000000
759,[19:02:20.6130],1825.230769,4174.000000,6877.000000,3971.000000
760,[19:02:20.9140],1585.000000,3332.000000,6622.538462,4233.000000
761,[19:02:21.2130],2136.692308,4223.818182,5545.923077,4043.000000
762,[19:02:21.5140],1667.000000,3411.923077,4688.000000,2708.000000
763,[19:02:21.8140],2225.846154,4126.846154,6287.500000,3504.923077
764,[19:02:22.1140],2198.000000,4334.923077,7019.000000,4296.000000
765,[19:02:22.4130],1840.384615,3721.000000,6527.333333,3854.000000
766,[19:02:22.7140],2137.000000,3041.000000,6827.800000,3602.923077
767,[19:02:23.0140],1779.000000,4765.000000,6083.000000,3106.000000
768,[19:02:23.3140],1973.461538,4586.769231,6106.166667,3672.769231
769,[19:02:23.6130],2753.307692,4063.692308,6796.000000,3588.000000
770,[19:02:23.9130],1639.000000,4531.166667,5885.666667,3998.000000
771,[19:02:24.2140],1205.400000,3039.000000,3636.384615,1936.000000
