R-OTE
FrameNum,Time,Value,Ref1,Ref2,Ref3
772,[19:02:24.5140],2276.000000,4464.333333,6133.500000,2981.000000
773,[19:02:24.8140],3447.363636,5027.909091,6961.692308,3814.000000
774,[19:02:25.1110],1775.923077,4137.384615,6093.000000,3845.000000
775,[19:02:25.4110],1827.615385,4642.000000,7443.615385,4207.000000
776,[19:02:25.7140],2009.769231,3950.000000,7421.153846,3769.000000
777,[19:02:26.0140],1571.833333,2999.000000,5481.250000,3839.444444
778,[19:02:26.3140],1539.000000,4550.166667,6707.000000,3486.461538
779,[19:02:26.6140],2634.000000,4810.818182,6161.000000,3944.000000
780,[19:02:26.9140],2454.000000,5362.615385,7216.181818,4029.000000
781,[19:02:27.2140],2782.923077,3754.000000,6932.000000,4092.076923
782,[19:02:27.5140],2314.000000,4705.384615,5757.000000,4152.000000
783,[19:02:27.8140],2502.400000,5515.000000,5394.000000,3725.000000
784,[19:02:28.1140],1688.000000,3352.153846,3809.000000,4178.000000
785,[19:02:28.4140],2234.000000,4330.000000,7057.692308,4300.000000
786,[19:02:28.7140],2342.307692,4995.666667,7120.615385,3751.500000
787,[19:02:29.0140],2564.000000,4182.000000,7551.000000,3728.307692
788,[19:02:29.3140],2333.600000,4346.500000,5332.000000,3373.000000
789,[19:02:29.6140],2148.000000,4695.000000,7252.333333,4504.230769
790,[19:02:29.9140],2261.615385,4104.666667,7103.000000,2964.000000
791,[19:02:30.2120],3194.363636,4451.846154,6096.333333,5084.000000
792,[19:02:30.5120],2489.333333,3948.000000,5233.833333,4220.230769
793,[19:02:30.8140],2780.888889,3528.000000,5743.000000,4139.769231
794,[19:02:31.1440],2399.000000,4172.000000,6933.909091,3592.000000
795,[19:02:31.4140],2235.166667,4419.166667,5891.153846,3558.000000
796,[19:02:31.7140],2462.307692,3918.000000,6503.750000,3597.000000
797,[19:02:32.0140],1792.000000,3308.000000,5769.600000,3378.230769
798,[19:02:32.3140],2498.833333,3616.000000,4918.000000,2690.000000
799,[19:02:32.6140],1336.000000,4870.833333,4980.454545,4160.000000
800,[19:02:32.9140],2504.000000,4127.923077,4864.000000,4065.384615
801,[19:02:33.2140],1779.000000,3064.000000,5270.000000,3139.000000
802,[19:02:33.5150],823.000000,1838.000000,3484.000000,1404.000000
803,[19:02:33.8140],2230.000000,4921.076923,5353.272727,3636.615385
804,[19:02:34.1140],1644.800000,3530.076923,5164.000000,1891.000000
805,[19:02:34.4140],1272.000000,3960.000000,3912.909091,3547.000000
806,[19:02:34.7140],1511.076923,3413.000000,5416.923077,2945.181818
807,[19:02:35.0150],2169.615385,4101.000000,6198.666667,3669.000000
808,[19:02:35.3110],1990.000000,4947.333333,6439.076923,4085.307692
809,[19:02:35.6140],2283.166667,3801.769231,6881.000000,3147.000000
810,[19:02:35.9140],1696.000000,3769.818182,6975.666667,3323.000000
811,[19:02:36.2140],2348.000000,3933.769231,5152.500000,2906.000000
812,[19:02:36.5140],1366.307692,4160.636364,6199.000000,2742.000000
813,[19:02:36.8140],113.000000,3837.000000,7161.538462,3370.000000
814,[19:02:37.1140],230.545455,5813.833333,8203.200000,5505.333333
815,[19:02:37.4140],-355.384615,5230.384615,5783.000000,3408.666667
816,[19:02:37.7140],-428.833333,1907.076923,5961.727273,2288.769231
817,[19:02:38.0140],426.111111,3342.727273,5000.000000,2755.000000
818,[19:02:38.3140],-243.692308,2529.833333,4160.000000,2324.846154
819,[19:02:38.6140],364.000000,1781.769231,3720.363636,1025.000000
820,[19:02:38.9140],228.636364,4751.000000,6275.000000,4097.000000
821,[19:02:39.2140],219.500000,3794.000000,6464.000000,3609.000000
822,[19:02:39.5140],-125.000000,3763.000000,6356.800000,3429.000000
823,[19:02:39.8140],-230.000000,2593.307692,1827.000000,2077.000000
824,[19:02:40.1120],36.923077,2826.000000,3929.000000,2216.500000
825,[19:02:40.4120],-255.000000,2402.000000,5350.000000,2108.000000
826,[19:02:40.7140],-268.000000,3394.600000,4909.000000,3040.333333
827,[19:02:41.0140],-369.000000,3623.000000,5771.000000,3791.000000
828,[19:02:41.3140],537.750000,4199.000000,6828.500000,4572.727273
829,[19:02:41.6140],233.923077,4189.000000,6445.000000,2843.000000
830,[19:02:41.9140],-671.000000,4439.769231,4940.000000,3032.666667
831,[19:02:42.2140],477.000000,4361.923077,6758.545455,3108.692308
832,[19:02:42.5140],-69.000000,3986.000000,6256.538462,3989.000000
833,[19:02:42.8150],49.230769,4430.000000,6889.000000,3335.000000
834,[19:02:43.1140],-251.000000,6068.000000,7096.076923,4089.000000
835,[19:02:43.4140],498.166667,4229.727273,5806.333333,3922.000000
836,[19:02:43.7140],-168.000000,4272.846154,5514.000000,3838.400000
837,[19:02:44.0140],190.384615,4972.000000,5758.000000,4239.000000
838,[19:02:44.3140],-202.000000,4524.538462,7635.111111,3363.000000
839,[19:02:44.6140],44.000000,4112.000000,4648.000000,2813.000000
840,[19:02:44.9140],-320.153846,4428.076923,5973.000000,3986.500000
841,[19:02:45.2120],441.600000,4455.500000,5759.727273,4711.454545
842,[19:02:45.5120],-94.833333,4577.384615,7000.692308,4303.307692
843,[19:02:45.8140],2.000000,5498.000000,6867.000000,3347.666667
844,[19:02:46.1440],34.769231,3887.000000,6081.000000,3363.846154
845,[19:02:46.4140],84.000000,3881.000000,7410.636364,3558.769231
846,[19:02:46.7140],-175.000000,5680.800000,7067.000000,4247.000000
847,[19:02:47.0140],204.923077,2692.000000,4416.000000,2443.000000
848,[19:02:47.3140],528.833333,4417.307692,7148.615385,4479.000000
849,[19:02:47.6140],208.333333,5401.727273,6528.000000,2929.153846
850,[19:02:47.9140],-295.000000,4924.000000,6599.076923,3686.923077
851,[19:02:48.2140],202.000000,4407.000000,5751.538462,4157.000000
852,[19:02:48.5140],182.000000,3015.923077,4380.000000,2509.000000
853,[19:02:48.8140],854.000000,3352.500000,4055.000000,3455.200000
854,[19:02:49.1140],677.454545,4162.545455,5266.000000,3388.076923
855,[19:02:49.4140],-81.692308,4591.800000,7180.166667,2924.000000
856,[19:02:49.7140],172.600000,3767.000000,5951.000000,3836.000000
857,[19:02:50.0150],131.166667,4127.000000,3519.000000,3491.833333
858,[19:02:50.3120],148.454545,3603.384615,4401.000000,4012.538462
859,[19:02:50.6140],-568.000000,5293.166667,5445.538462,4627.000000
860,[19:02:50.9140],-99.000000,3724.000000,5334.000000,3551.000000
861,[19:02:51.2140],-42.000000,3723.000000,6199.000000,3672.000000
862,[19:02:51.5140],46.833333,4176.000000,5392.000000,3148.000000
863,[19:02:51.8140],205.000000,3760.000000,6154.800000,3148.000000
864,[19:02:52.1140],95.615385,3745.000000,6295.600000,4402.461538
865,[19:02:52.4150],656.833333,4812.538462,7621.333333,3917.000000
866,[19:02:52.7140],-678.000000,4716.500000,6033.000000,3464.666667
867,[19:02:53.0140],-322.500000,4895.800000,5285.222222,4196.000000
868,[19:02:53.3150],-128.000000,3981.666667,3267.000000,2013.000000
869,[19:02:53.6140],-212.076923,4339.000000,6738.000000,3800.923077
870,[19:02:53.9140],401.538462,3913.272727,4878.333333,2590.500000
871,[19:02:54.2140],-138.000000,4682.230769,5488.000000,3712.000000
872,[19:02:54.5160],291.692308,4109.666667,6306.769231,3957.000000
873,[19:02:54.8140],-229.846154,3739.000000,5567.166667,2747.000000
874,[19:02:55.1120],-125.461538,4076.153846,6623.833333,3277.166667
875,[19:02:55.4120],232.636364,3582.000000,6165.230769,4267.909091
876,[19:02:55.7150],-242.384615,4051.363636,5440.166667,3016.545455
877,[19:02:56.0140],-247.000000,4520.076923,6744.000000,3553.615385
878,[19:02:56.3140],251.000000,4123.461538,6092.363636,3757.000000
879,[19:02:56.6140],-400.000000,5159.600000,5514.769231,3553.000000
880,[19:02:56.9150],-34.000000,4671.636364,6020.000000,3753.666667
881,[19:02:57.2140],155.692308,4323.333333,5830.166667,4539.090909
882,[19:02:57.5150],131.000000,4408.000000,7011.363636,3574.200000
883,[19:02:57.8140],567.333333,5147.727273,7911.000000,4963.333333
884,[19:02:58.1140],195.200000,3533.000000,4156.000000,2989.000000
885,[19:02:58.4150],124.076923,3756.692308,6461.000000,3634.000000
886,[19:02:58.7140],908.000000,2682.000000,3580.181818,2846.076923
887,[19:02:59.0150],-85.000000,3123.615385,4968.000000,2755.000000
888,[19:02:59.3140],403.500000,4516.500000,5623.833333,3158.181818
889,[19:02:59.6140],308.166667,4347.615385,6115.923077,4413.833333
890,[19:02:59.9150],-256.000000,5108.666667,5620.692308,3719.076923
891,[19:03:00.2120],226.636364,4361.000000,7543.000000,3759.000000
892,[19:03:00.5120],150.000000,5041.909091,6400.000000,2581.000000
893,[19:03:00.8140],27.000000,3463.000000,5944.000000,4259.000000
894,[19:03:01.1430],781.181818,4158.000000,5225.000000,3195.230769
895,[19:03:01.4150],38.000000,4565.000000,6240.333333,3625.000000
896,[19:03:01.7140],391.500000,4048.500000,7483.166667,3765.166667
897,[19:03:02.0140],171.666667,4959.000000,5673.545455,3889.400000
898,[19:03:02.3150],-121.000000,4173.000000,6835.000000,4478.000000
899,[19:03:02.6140],423.600000,4412.000000,5535.000000,4062.000000
900,[19:03:02.9140],176.000000,3865.727273,6598.333333,3804.000000
901,[19:03:03.2150],-384.000000,4003.461538,6083.000000,4108.076923
902,[19:03:03.5150],-313.000000,3668.692308,6346.000000,3855.818182
903,[19:03:03.8150],136.461538,4124.090909,4882.384615,2806.833333
904,[19:03:04.1150],75.000000,4343.333333,6087.500000,3653.230769
905,[19:03:04.4150],22.666667,4313.400000,6942.000000,4026.000000
906,[19:03:04.7150],760.666667,4310.769231,5267.666667,3638.000000
907,[19:03:05.0170],-165.000000,3720.833333,5238.000000,3693.000000
908,[19:03:05.3120],58.833333,4580.400000,7401.000000,3895.333333
909,[19:03:05.6140],646.400000,4607.000000,6793.000000,3556.846154
910,[19:03:05.9150],-326.615385,4122.222222,6997.615385,3805.307692
911,[19:03:06.2150],-137.727273,3205.000000,5843.846154,3043.923077
912,[19:03:06.5150],55.000000,3968.000000,6463.500000,4129.153846
913,[19:03:06.8140],-168.769231,2494.000000,3777.000000,2142.272727
914,[19:03:07.1150],239.272727,3309.000000,5718.000000,3022.000000
915,[19:03:07.4160],-234.769231,3579.307692,4023.000000,2954.000000
916,[19:03:07.7150],-79.000000,4320.000000,7468.800000,3122.000000
917,[19:03:08.0150],-47.000000,4773.000000,6370.615385,3733.000000
918,[19:03:08.3150],217.384615,4162.888889,6890.846154,3528.666667
919,[19:03:08.6150],-127.000000,3729.000000,5661.200000,4011.000000
920,[19:03:08.9150],379.615385,3601.000000,5526.692308,2409.000000
921,[19:03:09.2150],-321.000000,3744.076923,4901.000000,4067.000000
922,[19:03:09.5150],-61.000000,3116.615385,5867.000000,2922.333333
923,[19:03:09.8150],-248.615385,3596.166667,5259.000000,3277.000000
924,[19:03:10.1120],86.461538,3323.000000,5512.000000,3688.000000
925,[19:03:10.4130],11.000000,4738.000000,5997.000000,3485.000000
926,[19:03:10.7150],-152.000000,3826.923077,6097.000000,3893.454545
927,[19:03:11.0150],-253.000000,3573.000000,5034.000000,3084.000000
928,[19:03:11.3150],43.272727,4668.153846,6163.000000,3347.000000
929,[19:03:11.6150],301.000000,3803.000000,5256.000000,3454.769231
930,[19:03:11.9150],32.545455,4227.230769,5411.846154,4132.000000
931,[19:03:12.2150],18.454545,3817.000000,5291.000000,2258.615385
932,[19:03:12.5150],-191.000000,3934.000000,6079.461538,3593.272727
933,[19:03:12.8150],35.615385,3440.000000,4862.000000,3716.230769
934,[19:03:13.1150],-76.384615,3561.000000,4720.307692,3602.000000
935,[19:03:13.4150],504.692308,4009.000000,5961.000000,3644.833333
936,[19:03:13.7150],446.500000,3377.000000,5940.000000,3716.461538
937,[19:03:14.0150],-313.000000,3828.500000,6120.230769,2754.000000
938,[19:03:14.3150],15.769231,4107.000000,5930.666667,4125.000000
939,[19:03:14.6150],-162.333333,4109.000000,5003.000000,3397.692308
940,[19:03:14.9150],185.000000,3315.000000,5611.000000,2985.769231
941,[19:03:15.2130],34.666667,2931.000000,5128.923077,2873.000000
942,[19:03:15.5130],-357.000000,3521.538462,6231.000000,2886.000000
943,[19:03:15.8150],-364.538462,5257.833333,7583.000000,4925.846154
944,[19:03:16.1430],-114.000000,3890.769231,6515.000000,4289.538462
945,[19:03:16.4150],6.923077,4890.000000,4759.769231,2850.000000
946,[19:03:16.7150],-40.181818,3669.272727,5557.166667,2801.769231
947,[19:03:17.0150],-90.166667,3193.000000,4705.000000,2843.500000
948,[19:03:17.3150],-174.153846,2860.666667,2975.000000,1928.000000
949,[19:03:17.6150],-471.181818,3075.000000,4123.000000,1218.000000
950,[19:03:17.9150],-164.000000,3775.846154,6060.636364,3485.000000
951,[19:03:18.2150],14.400000,3686.000000,5507.833333,3460.500000
952,[19:03:18.5150],-44.000000,4878.230769,6446.222222,4180.923077
953,[19:03:18.8150],-181.153846,3707.800000,4170.000000,2979.000000
954,[19:03:19.1150],-25.666667,5119.000000,6151.000000,4450.000000
955,[19:03:19.4150],23.692308,4331.000000,6253.200000,2903.000000
956,[19:03:19.7150],-28.000000,4804.000000,6598.000000,5403.000000
957,[19:03:20.0150],-318.000000,4476.000000,5859.076923,3809.384615
958,[19:03:20.3130],329.000000,3611.000000,5761.000000,3636.000000
959,[19:03:20.6150],419.333333,5258.000000,7759.333333,4381.307692
960,[19:03:20.9150],-205.230769,3598.166667,4856.166667,3261.750000
961,[19:03:21.2150],26.769231,4681.800000,6537.000000,4228.769231
962,[19:03:21.5150],187.538462,4675.769231,7830.636364,3558.000000
963,[19:03:21.8150],79.400000,4595.000000,6623.500000,4648.230769
964,[19:03:22.1150],522.600000,4045.692308,7506.454545,4501.000000
965,[19:03:22.4160],128.923077,6406.833333,7900.000000,3972.000000
966,[19:03:22.7150],699.909091,5801.230769,7417.000000,3605.000000
967,[19:03:23.0150],65.384615,4422.000000,6893.000000,4621.000000
968,[19:03:23.3150],0.454545,5040.000000,5302.000000,3952.000000
969,[19:03:23.6150],118.666667,3854.384615,6463.000000,3384.000000
970,[19:03:23.9150],221.363636,5421.166667,7085.307692,4068.615385
971,[19:03:24.2150],912.500000,4178.692308,7038.000000,3505.000000
972,[19:03:24.5160],254.833333,4145.000000,6066.000000,3483.000000
973,[19:03:24.8150],84.000000,5057.666667,7326.000000,4601.833333
974,[19:03:25.1130],-301.500000,4198.000000,5868.000000,3778.846154
975,[19:03:25.4130],76.272727,2724.636364,5313.500000,2635.000000
976,[19:03:25.7150],-132.500000,3658.000000,3783.230769,2939.000000
977,[19:03:26.0160],-377.000000,5357.000000,7413.384615,3546.000000
978,[19:03:26.3150],-134.200000,4966.166667,7817.666667,4948.000000
979,[19:03:26.6150],-46.538462,4714.000000,6467.000000,3488.000000
980,[19:03:26.9150],239.636364,4151.000000,6063.230769,3480.230769
981,[19:03:27.2160],34.333333,5121.166667,7039.384615,3250.000000
982,[19:03:27.5160],338.538462,5509.000000,6506.000000,3704.000000
983,[19:03:27.8150],-97.000000,5060.333333,7802.846154,4448.230769
984,[19:03:28.1150],204.181818,4780.833333,7094.000000,5316.846154
985,[19:03:28.4160],517.461538,4535.000000,6911.500000,3800.000000
986,[19:03:28.7160],77.181818,4778.000000,7872.166667,2971.000000
987,[19:03:29.0150],-68.333333,3472.000000,5723.000000,3114.000000
988,[19:03:29.3150],-127.000000,5221.000000,7357.833333,4714.000000
989,[19:03:29.6150],35.307692,3922.000000,7879.538462,4216.000000
990,[19:03:29.9160],-288.153846,5252.615385,7043.833333,4613.846154
991,[19:03:30.2130],218.818182,4800.000000,6538.000000,4418.000000
992,[19:03:30.5130],-123.833333,3799.000000,5733.692308,4917.166667
993,[19:03:30.8150],180.615385,5505.000000,7628.000000,4755.153846
994,[19:03:31.1430],558.833333,4016.166667,6095.000000,4809.000000
995,[19:03:31.4160],-181.307692,4301.500000,6840.538462,3076.000000
996,[19:03:31.7160],-21.000000,4080.000000,5425.153846,3916.000000
997,[19:03:32.0150],-5.461538,4290.666667,5415.000000,3140.000000
998,[19:03:32.3150],-134.000000,4351.000000,7568.166667,3353.000000
999,[19:03:32.6150],375.000000,3814.000000,6815.600000,3371.000000
1000,[19:03:32.9160],-12.000000,3548.000000,7453.545455,3492.384615
1001,[19:03:33.2160],234.833333,4056.818182,6766.461538,3672.000000
1002,[19:03:33.5160],-463.846154,3496.769231,5329.333333,3710.000000
1003,[19:03:33.8150],-157.000000,4168.538462,5778.000000,2781.000000
1004,[19:03:34.1150],663.833333,5070.666667,7121.000000,4428.500000
1005,[19:03:34.4160],126.909091,4253.833333,6010.000000,3484.000000
1006,[19:03:34.7150],683.363636,4995.000000,6423.818182,4752.818182
1007,[19:03:35.0160],-4.333333,4678.538462,7186.000000,4569.000000
1008,[19:03:35.3130],-11.000000,3368.230769,5215.000000,2934.000000
1009,[19:03:35.6150],48.833333,4973.000000,5812.000000,3745.230769
1010,[19:03:35.9150],-165.000000,5567.000000,5577.615385,3929.000000
1011,[19:03:36.2150],-57.555556,4576.307692,7791.818182,3544.461538
1012,[19:03:36.5160],155.000000,5018.384615,5868.666667,3971.000000
1013,[19:03:36.8150],270.454545,4164.000000,6464.384615,3550.000000
1014,[19:03:37.1160],72.538462,4420.769231,7911.384615,4148.000000
1015,[19:03:37.4160],-118.000000,5114.692308,7991.333333,5445.000000
1016,[19:03:37.7150],192.384615,4242.000000,5964.636364,3511.384615
1017,[19:03:38.0160],200.500000,5158.000000,6938.454545,3340.000000
1018,[19:03:38.3160],422.500000,4737.000000,5870.400000,3685.923077
1019,[19:03:38.6150],-417.666667,4412.923077,6934.000000,3609.000000
1020,[19:03:38.9160],750.076923,4396.833333,8070.461538,4590.000000
1021,[19:03:39.2160],499.666667,3339.000000,5049.000000,2371.000000
1022,[19:03:39.5160],39.181818,3591.500000,3981.000000,2313.333333
1023,[19:03:39.8160],94.000000,4403.000000,5859.833333,3696.000000
1024,[19:03:40.1130],24.000000,4017.666667,4842.833333,3992.000000
1025,[19:03:40.4130],-125.000000,4147.800000,6420.000000,4364.272727
1026,[19:03:40.7160],-199.000000,4284.000000,6447.800000,3066.000000
1027,[19:03:41.0150],-56.000000,4638.800000,7273.076923,3706.923077
1028,[19:03:41.3150],188.666667,4248.000000,5373.000000,2354.000000
1029,[19:03:41.6160],589.666667,4689.000000,7638.000000,4253.000000
1030,[19:03:41.9160],150.846154,3815.333333,7268.076923,3822.500000
1031,[19:03:42.2160],235.166667,4360.600000,6731.000000,3752.000000
1032,[19:03:42.5160],94.666667,5107.833333,6847.000000,4889.000000
1033,[19:03:42.8160],-182.615385,4611.000000,6707.636364,3970.166667
1034,[19:03:43.1160],-198.000000,4633.384615,7146.000000,3388.000000
1035,[19:03:43.4170],258.666667,5343.538462,7075.111111,4285.000000
1036,[19:03:43.7150],111.307692,4171.833333,6376.000000,4323.307692
1037,[19:03:44.0160],-117.538462,5142.272727,7674.272727,3774.000000
1038,[19:03:44.3160],-229.200000,4636.200000,6390.230769,5479.538462
1039,[19:03:44.6160],579.153846,4001.076923,6668.833333,3328.692308
1040,[19:03:44.9160],-341.000000,3322.000000,5849.000000,4297.000000
1041,[19:03:45.2130],307.615385,5149.600000,5657.000000,3430.000000
1042,[19:03:45.5140],-331.000000,3330.000000,2978.000000,2062.000000
1043,[19:03:45.8160],-57.166667,4329.846154,6939.384615,4288.000000
1044,[19:03:46.1430],-400.307692,4176.000000,6117.846154,2829.000000
1045,[19:03:46.4170],-406.000000,5092.833333,7148.000000,4691.000000
1046,[19:03:46.7160],-67.666667,4511.000000,6633.000000,3998.615385
1047,[19:03:47.0160],71.769231,3993.230769,6563.000000,4096.000000
1048,[19:03:47.3160],515.076923,4789.615385,6287.833333,2936.000000
1049,[19:03:47.6160],-112.153846,6040.363636,7493.000000,3831.000000
1050,[19:03:47.9160],-145.000000,3426.000000,6390.000000,3649.000000
1051,[19:03:48.2160],557.600000,4480.000000,5426.000000,2967.000000
1052,[19:03:48.5170],-466.000000,4732.000000,6615.000000,4058.000000
1053,[19:03:48.8160],-338.615385,4694.500000,7460.000000,3621.384615
1054,[19:03:49.1160],216.076923,4629.461538,6824.166667,3915.000000
1055,[19:03:49.4170],510.454545,2732.000000,4135.230769,2735.769231
1056,[19:03:49.7160],-472.833333,3847.000000,5900.250000,2755.000000
1057,[19:03:50.0190],599.000000,5093.800000,7773.000000,4502.000000
1058,[19:03:50.3130],387.833333,5254.800000,5973.000000,3309.833333
1059,[19:03:50.6160],-258.538462,4170.600000,8211.000000,4203.000000
1060,[19:03:50.9160],-25.461538,5228.600000,6155.272727,3790.846154
1061,[19:03:51.2160],-419.000000,4276.846154,7586.000000,4349.000000
1062,[19:03:51.5160],-74.000000,4499.000000,5941.538462,4358.000000
1063,[19:03:51.8160],436.636364,5673.666667,7704.181818,4100.000000
1064,[19:03:52.1160],275.727273,4001.000000,7849.166667,4158.000000
1065,[19:03:52.4170],236.923077,4283.307692,6410.923077,3490.000000
1066,[19:03:52.7160],610.000000,4971.153846,7392.000000,4212.000000
1067,[19:03:53.0160],-20.500000,5312.400000,7695.461538,4658.333333
1068,[19:03:53.3160],-180.000000,5472.545455,7247.846154,4223.384615
1069,[19:03:53.6160],-105.000000,3101.333333,5514.500000,3300.000000
1070,[19:03:53.9160],-295.166667,4063.000000,4938.000000,4298.000000
1071,[19:03:54.2160],-158.000000,4515.615385,6245.615385,3949.000000
1072,[19:03:54.5160],-412.230769,5846.461538,7066.461538,3800.222222
1073,[19:03:54.8160],227.000000,3430.000000,7267.000000,3748.000000
1074,[19:03:55.1140],80.200000,4708.000000,7063.818182,4405.000000
1075,[19:03:55.4140],545.230769,4882.000000,6660.000000,4214.461538
1076,[19:03:55.7160],412.333333,4304.153846,4985.333333,2298.000000
1077,[19:03:56.0160],235.000000,3985.800000,6772.000000,4008.000000
1078,[19:03:56.3160],-74.000000,4736.923077,7462.000000,4000.000000
1079,[19:03:56.6160],-226.846154,5054.000000,7569.333333,4125.000000
1080,[19:03:56.9160],-5.000000,5908.846154,8248.727273,5761.461538
1081,[19:03:57.2160],-168.000000,5444.923077,6931.000000,4226.000000
1082,[19:03:57.5170],110.000000,4152.000000,6945.384615,3992.000000
1083,[19:03:57.8160],329.833333,5708.727273,8106.090909,4032.000000
1084,[19:03:58.1160],-224.846154,4924.454545,4764.000000,2683.000000
1085,[19:03:58.4170],506.769231,4961.000000,6695.500000,3998.000000
1086,[19:03:58.7160],-36.000000,4719.000000,7051.615385,5219.833333
1087,[19:03:59.0160],-49.000000,4566.000000,7407.333333,3631.000000
1088,[19:03:59.3160],282.000000,4528.615385,7854.000000,4863.000000
1089,[19:03:59.6160],601.833333,1948.000000,3160.500000,2072.333333
1090,[19:03:59.9170],-101.000000,3498.454545,5281.307692,3455.000000
1091,[19:04:00.2140],-183.000000,3988.000000,7192.500000,4052.000000
1092,[19:04:00.5140],267.666667,5157.000000,7682.000000,4267.538462
1093,[19:04:00.8160],310.333333,4696.923077,5925.000000,4437.076923
1094,[19:04:01.1430],-95.000000,3718.461538,6746.923077,3733.666667
1095,[19:04:01.4170],-163.153846,4343.000000,6616.153846,4847.000000
1096,[19:04:01.7160],362.000000,4131.000000,6076.769231,3549.923077
1097,[19:04:02.0160],342.076923,5069.538462,6985.000000,4128.500000
1098,[19:04:02.3160],-561.000000,4450.076923,6148.818182,4104.000000
1099,[19:04:02.6160],949.923077,5053.000000,8295.000000,3020.000000
1100,[19:04:02.9160],-206.000000,4758.692308,6327.000000,4544.000000
1101,[19:04:03.2160],19.000000,4658.181818,7716.230769,3615.000000
1102,[19:04:03.5160],177.000000,4873.000000,7600.800000,4316.000000
1103,[19:04:03.8160],-70.384615,3898.692308,7258.384615,3057.000000
1104,[19:04:04.1160],250.454545,4064.500000,6908.000000,2997.000000
1105,[19:04:04.4170],-50.000000,3981.666667,5572.000000,3729.153846
1106,[19:04:04.7160],336.000000,4532.000000,7276.692308,3479.666667
1107,[19:04:05.0170],-145.769231,3191.000000,6116.000000,3189.461538
1108,[19:04:05.3140],-211.090909,4544.833333,6775.636364,3696.000000
1109,[19:04:05.6160],-677.000000,5046.461538,5310.000000,3791.727273
1110,[19:04:05.9160],1069.600000,4153.000000,5186.800000,2388.000000
1111,[19:04:06.2160],-98.000000,3648.000000,6406.800000,2986.000000
1112,[19:04:06.5170],105.076923,4240.000000,7046.333333,4106.000000
1113,[19:04:06.8160],-45.000000,4461.000000,6507.000000,4932.692308
1114,[19:04:07.1160],191.000000,4101.000000,8385.000000,3929.000000
1115,[19:04:07.4170],270.000000,5431.272727,9306.833333,4383.923077
1116,[19:04:07.7160],-433.000000,5261.000000,7190.000000,4414.166667
1117,[19:04:08.0170],180.923077,4336.000000,5981.090909,3619.363636
1118,[19:04:08.3160],-603.000000,4300.833333,6782.000000,3905.166667
1119,[19:04:08.6160],-68.000000,5687.384615,6902.000000,5043.000000
1120,[19:04:08.9170],757.545455,5330.909091,6672.923077,3902.000000
1121,[19:04:09.2160],-168.000000,4226.153846,6482.666667,3379.000000
1122,[19:04:09.5170],-739.000000,4420.333333,6966.666667,3883.000000
1123,[19:04:09.8160],-254.461538,3726.333333,5897.000000,2869.000000
1124,[19:04:10.1140],-462.777778,3940.000000,6440.769231,4512.307692
1125,[19:04:10.4140],-338.000000,4624.384615,7868.000000,4300.000000
1126,[19:04:10.7160],-527.000000,3889.000000,7204.923077,4507.000000
1127,[19:04:11.0160],255.230769,5463.000000,6821.461538,4465.000000
1128,[19:04:11.3160],954.000000,5230.000000,6947.000000,3846.000000
1129,[19:04:11.6160],874.500000,5289.000000,7485.846154,4902.000000
1130,[19:04:11.9160],147.166667,3492.846154,7334.000000,3874.000000
1131,[19:04:12.2160],216.000000,5672.000000,7390.500000,4547.615385
1132,[19:04:12.5160],-154.000000,5188.333333,7452.923077,4016.692308
1133,[19:04:12.8160],885.500000,4890.000000,7703.000000,3833.500000
1134,[19:04:13.1160],147.000000,4907.000000,7044.692308,4655.923077
1135,[19:04:13.4170],159.461538,5592.400000,6894.000000,4046.000000
1136,[19:04:13.7160],350.000000,4453.000000,7118.000000,3409.615385
1137,[19:04:14.0160],-161.000000,4370.000000,6831.000000,5166.000000
1138,[19:04:14.3160],-139.615385,3415.400000,6032.000000,3944.000000
1139,[19:04:14.6160],-211.923077,4008.000000,7492.363636,3326.000000
1140,[19:04:14.9170],303.000000,4458.000000,6706.615385,4821.800000
1141,[19:04:15.2140],-575.384615,3764.000000,5814.000000,2780.000000
1142,[19:04:15.5140],-87.076923,3704.000000,5807.000000,4660.307692
1143,[19:04:15.8170],345.333333,5104.307692,7053.666667,3549.000000
1144,[19:04:16.1430],93.666667,2580.692308,3761.461538,2675.000000
1145,[19:04:16.4170],-324.000000,4461.923077,5858.000000,2380.000000
1146,[19:04:16.7160],370.500000,4652.166667,6777.166667,4163.500000
1147,[19:04:17.0170],-373.000000,3962.000000,5674.000000,4532.846154
1148,[19:04:17.3170],-43.153846,4351.230769,5238.000000,3221.000000
1149,[19:04:17.6170],45.153846,4592.000000,6826.076923,3612.000000
1150,[19:04:17.9170],-9.076923,3629.000000,6412.600000,2333.538462
1151,[19:04:18.2170],482.545455,3686.333333,4615.000000,3600.000000
1152,[19:04:18.5180],-40.000000,5042.846154,5870.666667,3188.461538
1153,[19:04:18.8170],-137.000000,3850.000000,5450.461538,2753.000000
1154,[19:04:19.1170],33.500000,3106.000000,5122.923077,3520.000000
1155,[19:04:19.4170],330.545455,4160.000000,6080.000000,3663.500000
1156,[19:04:19.7170],305.000000,3613.769231,6347.833333,2043.923077
1157,[19:04:20.0170],227.000000,2160.769231,2793.000000,924.923077
1158,[19:04:20.3140],-359.923077,3586.400000,5749.230769,3383.153846
1159,[19:04:20.6160],-150.000000,3476.000000,5256.461538,3675.833333
